,bathrooms,bedrooms,city,country,currency,latitude,livingArea,longitude,lotAreaUnit,priceForHDP,rentZestimate,state,streetAddress,taxAssessedValue,zestimate,zipcode,priceinmil,lotArea
784,4.0,4.0,Spokane,USA,USD,47.499893,2995.0,-117.432014,sqft,739900.0,3099.0,WA,17008 S Smythe Rd,450550.0,694400.0,99224,0.7399,219.978
785,3.0,4.0,West Richland,USA,USD,46.275497,3000.0,-119.36694,sqft,595000.0,2795.0,WA,3065 Timberline Dr,385230.0,520800.0,99353,0.595,10.001
786,3.0,5.0,Cheney,USA,USD,47.441875,2898.0,-117.6964,sqft,465000.0,2799.0,WA,23311 S Leaning Tree Ln,373680.0,456300.0,99004,0.465,224.33400000000003
787,2.0,4.0,Hunters,USA,USD,48.11577,1656.0,-118.20354,sqft,225000.0,2068.0,WA,5016 Columbia River Rd,91522.0,280169.0,99137,0.225,14.810399999999996
788,2.0,2.0,Chewelah,USA,USD,48.339207,2580.0,-117.67696,sqft,695000.0,2870.0,WA,2706 Burnt Valley Rd,386329.0,574400.0,99109,0.695,718.74
789,1.0,2.0,Spokane,USA,USD,47.690113,2024.0,-117.41461,sqft,365000.0,1500.0,WA,3507 N Normandie St,258400.0,322100.0,99205,0.365,6.969600000000001
790,3.0,5.0,Richland,USA,USD,46.281788,2132.0,-119.28685,sqft,439000.0,2013.0,WA,1009 Long Ave,265420.0,420900.0,99354,0.439,10.89
791,1.0,3.0,Yakima,USA,USD,46.60934,864.0,-120.52857,sqft,239000.0,1397.0,WA,1430 Swan Ave,66500.0,145300.0,98902,0.239,3.4848000000000003
792,3.0,4.0,Veradale,USA,USD,47.641502,2348.0,-117.2105,sqft,475000.0,2094.0,WA,1704 S Early Dawn Dr,296600.0,457434.0,99037,0.475,13.068
793,2.0,3.0,Kennewick,USA,USD,46.20564,1464.0,-119.15734,sqft,309900.0,1882.0,WA,402 S Dennis St,230750.0,329900.0,99336,0.3099,9.448
794,2.0,3.0,Pasco,USA,USD,46.248173,1030.0,-119.11316,sqft,255000.0,1599.0,WA,1819 W Jay St,168500.0,264700.0,99301,0.255,9.583
795,3.0,4.0,Elkview,USA,USD,38.415943,2084.0,-81.50135,sqft,159000.0,1500.0,WV,122 Wildwood Dr,89400.0,155900.0,25071,0.159,0.0
796,3.0,3.0,Morgantown,USA,USD,39.590153,2081.0,-79.88113,sqft,389000.0,2191.0,WV,20 Holly Ridge Dr,236300.0,352200.0,26508,0.389,43.56
797,2.0,3.0,Wheeling,USA,USD,40.068405,2500.0,-80.73397,sqft,34900.0,1479.0,WV,305 South York Street,45700.0,32600.0,26003,0.0349,4.2
798,1.0,4.0,Monongah,USA,USD,39.458015,1519.0,-80.21044,sqft,63600.0,1200.0,WV,129 Bridge St,106000.0,124500.0,26554,0.0636,7.5
799,3.0,4.0,Morgantown,USA,USD,39.624413,2291.0,-79.95404,sqft,300000.0,2252.0,WV,301 Park St,195500.0,302900.0,26501,0.3,4.199184
800,2.0,2.0,Charleston,USA,USD,38.426846,1280.0,-81.77112,sqft,99900.0,1354.0,WV,6 Jennifer Dr,117500.0,143900.0,25313,0.0999,13.068
801,3.0,5.0,Beckley,USA,USD,37.78113,3257.0,-81.2142,sqft,285000.0,1950.0,WV,119 McTaggart Dr,177900.0,285300.0,25801,0.285,17.859599999999997
802,1.0,3.0,Buckhannon,USA,USD,38.9855,1054.0,-80.2167,sqft,135000.0,1134.0,WV,103 Wood St,67200.0,118200.0,26201,0.135,5.6628
803,2.0,3.0,Ripley,USA,USD,38.81657,1380.0,-81.70669,sqft,30000.0,1249.0,WV,222 1st Ave,56100.0,95400.0,25271,0.03,9.583200000000001
804,4.0,5.0,Charles Town,USA,USD,39.3165,4637.0,-77.81454,sqft,650000.0,3702.0,WV,114 Lewis Washington Dr,513000.0,638300.0,25414,0.65,12.348999999999998
805,1.0,3.0,Martinsburg,USA,USD,39.476124,1525.0,-77.9702,sqft,280000.0,1429.0,WV,779 Rock Cliff Dr,117100.0,262700.0,25401,0.28,21.1
806,4.0,5.0,Ranson,USA,USD,39.329018,3000.0,-77.88634,sqft,425000.0,2499.0,WV,46 Serenity Ln,192400.0,310600.0,25438,0.425,22.499
807,3.0,4.0,Harpers Ferry,USA,USD,39.3624,2990.0,-77.75388,sqft,699000.0,2191.0,WV,1323 Carter Ave,351700.0,416600.0,25425,0.699,379.8432
808,1.0,3.0,Kearneysville,USA,USD,39.36847,1056.0,-77.885414,sqft,170000.0,948.0,WV,12 Hunt Dr,104800.0,164100.0,25430,0.17,10.001
809,3.0,3.0,Bunker Hill,USA,USD,39.328453,1604.0,-78.03003,sqft,325000.0,1922.0,WV,101 Faye Dr,223200.0,295700.0,25413,0.325,0.00022
810,2.0,3.0,Martinsburg,USA,USD,39.46633,1830.0,-77.99318,sqft,284900.0,1764.0,WV,109 Showers Ln,170800.0,277100.0,25403,0.2849,21.401
811,1.0,2.0,Gerrardstown,USA,USD,39.367443,800.0,-78.134964,sqft,195000.0,1300.0,WV,1471 Nancy Jack Rd,90500.0,164800.0,25420,0.195,47.916000000000004
812,3.0,4.0,Martinsburg,USA,USD,39.48852,2252.0,-77.93872,sqft,319900.0,2078.0,WV,49 Betts Way,227000.0,324700.0,25404,0.3199,8.05
813,3.0,4.0,Kearneysville,USA,USD,39.41142,2555.0,-77.90625,sqft,375000.0,2298.0,WV,179 Thorton Hall Rd,287600.0,382300.0,25430,0.375,8.00445
814,3.0,3.0,Madison,USA,USD,43.112957,1715.0,-89.28847,sqft,325000.0,2527.0,WI,5414 Park Meadow Dr,258900.0,335200.0,53704,0.325,4.791600000000001
815,2.0,3.0,Green Bay,USA,USD,44.509953,2461.0,-88.07347,sqft,259900.0,2028.0,WI,1560 Careful Dr,164500.0,250000.0,54304,0.2599,8.712
816,2.0,4.0,Green Bay,USA,USD,44.52804,1486.0,-88.030975,sqft,199900.0,1597.0,WI,1000 Bond St,147800.0,209000.0,54303,0.1999,6.969600000000001
817,2.0,4.0,Neenah,USA,USD,44.165066,2742.0,-88.44777,sqft,339900.0,1900.0,WI,1222 Lynrose Ln,219000.0,288400.0,54956,0.3399,10.89
818,2.0,3.0,Green Bay,USA,USD,44.531727,1232.0,-88.02168,sqft,200000.0,999.0,WI,1123 Lincoln St,96400.0,154500.0,54303,0.2,6.0984
819,4.0,4.0,Waunakee,USA,USD,43.196255,2920.0,-89.46022,sqft,514900.0,2951.0,WI,116 Fairbrook Dr,432700.0,521300.0,53597,0.5149,17.859599999999997
820,2.0,2.0,Ashland,USA,USD,46.58169,977.0,-90.885796,sqft,154900.0,1135.0,WI,908 Macarthur Ave,72500.0,154600.0,54806,0.1549,6.969600000000001
821,3.0,4.0,Cheyenne,USA,USD,41.209763,2698.0,-104.82202,sqft,710000.0,2395.0,WY,530 E Iowa St,358838.0,561000.0,82009,0.71,216.0576
822,3.0,4.0,Cheyenne,USA,USD,41.14702,2819.0,-104.71699,sqft,489999.0,2324.0,WY,3417 Farthing Rd,285898.0,486800.0,82001,0.489999,183.8232
823,2.0,4.0,Cheyenne,USA,USD,41.35132,2484.0,-104.48039,sqft,419000.0,2327.0,WY,4214 Happy Trails Dr,230060.0,403500.0,82009,0.419,1627.8372
824,1.0,2.0,Torrington,USA,USD,42.062534,1012.0,-104.17733,sqft,135000.0,1109.0,WY,1817 E E St,102931.0,122800.0,82240,0.135,7.0
825,3.0,3.0,Gillette,USA,USD,44.243538,1660.0,-105.5126,sqft,244900.0,1829.0,WY,5508 Glock Ave,216108.0,269900.0,82718,0.2449,4.847
826,2.0,4.0,Rawlins,USA,USD,41.792828,2544.0,-107.24558,sqft,249000.0,1699.0,WY,829 8th St,199333.0,241300.0,82301,0.249,9.375
827,2.0,4.0,Cheyenne,USA,USD,41.11387,2424.0,-104.82455,sqft,256000.0,1995.0,WY,1420 W Jefferson Rd,287779.0,282100.0,82007,0.256,6.72
828,3.0,3.0,Casper,USA,USD,42.82615,3866.0,-106.345215,sqft,295000.0,2273.0,WY,2341 Belmont Rd,414450.0,322300.0,82604,0.295,15.6816
829,2.0,3.0,Rock Springs,USA,USD,41.63135,1836.0,-109.25501,sqft,279900.0,1999.0,WY,3838 Peregrine St,210980.0,290100.0,82901,0.2799,10.45
830,2.0,4.0,Cheyenne,USA,USD,41.060253,1664.0,-104.80921,sqft,415000.0,2100.0,WY,810 Scott Dr,309052.0,407800.0,82007,0.415,92.78280000000001
831,3.0,5.0,Casper,USA,USD,42.8182,2224.0,-106.36613,sqft,310000.0,1963.0,WY,3568 Meadowlark Dr,195759.0,267000.0,82604,0.31,7.359
832,2.0,3.0,Riverton,USA,USD,43.029446,1280.0,-108.37007,sqft,49900.0,208.0,WY,1620 E Lincoln Ave LOT 55,16164.0,45300.0,82501,0.0499,0.0
833,3.0,4.0,Buffalo,USA,USD,44.19651,4368.0,-106.65201,sqft,999900.0,4649.0,WY,205 Wallows Creek Rd,649898.0,952200.0,82834,0.9999,1742.4
834,2.0,4.0,Hawk Springs,USA,USD,41.786835,1962.0,-104.264175,sqft,109000.0,1305.0,WY,435 Main St,132558.0,172400.0,82217,0.109,28.0
835,4.0,4.0,Cheyenne,USA,USD,41.153934,2130.0,-104.72647,sqft,360000.0,1981.0,WY,3825 Fire Walker Trl,268048.0,338500.0,82001,0.36,3.66
836,2.0,2.0,Cheyenne,USA,USD,41.17142,1793.0,-104.81069,sqft,300000.0,1223.0,WY,1010 E Carlson St #3,199616.0,309400.0,82009,0.3,0.0
837,2.0,3.0,Riverton,USA,USD,43.538673,1600.0,-109.62817,sqft,225000.0,698.0,WY,408 Hough St,46650.0,204300.0,82513,0.225,14.810399999999996
838,2.0,3.0,Mills,USA,USD,42.835503,3372.0,-106.413,sqft,449900.0,2128.0,WY,1302 River Heights Dr,327731.0,431700.0,82604,0.4499,11.7612
839,2.0,4.0,Douglas,USA,USD,42.763844,2304.0,-105.38223,sqft,110000.0,1935.0,WY,403 N 4th St,135752.0,169900.0,82633,0.11,11.3256
840,2.0,3.0,Evanston,USA,USD,41.25482,1150.0,-110.95946,sqft,159000.0,1195.0,WY,801 Sioux Dr,114419.0,149900.0,82930,0.159,0.576
841,4.0,6.0,Gillette,USA,USD,44.245415,5022.0,-105.562035,sqft,998000.0,3622.0,WY,5221 Rocky Point Dr,638339.0,728600.0,82718,0.998,424.2744
842,1.0,2.0,Casper,USA,USD,42.836254,640.0,-106.3527,sqft,183000.0,926.0,WY,1401 Sheridan Dr,65568.0,175424.0,82604,0.183,5.2
